1;1981;768.36;57.19;Mor_Spanish_trap
1;1982;1038.12;34.63;
1;1983;1092.05;34.63;
1;1984;1200.27;34.63;
1;1985;814.46;34.64;
1;1986;394.33;28.05;
1;1987;433.53;28.05;
1;1988;1014.56;28.03;
1;1989;531.45;26.09;
1;1990;614.37;22.6;
1;1991;727.86;22.59;
1;1992;313.95;22.63;
1;1993;325.36;22.62;
1;1994;341.9;22.62;
1;1995;223.43;22.65;
1;1996;375.22;24.62;
1;1997;992.41;24.59;
1;1998;925.14;24.59;
1;1999;1137.45;24.59;
1;2000;739.23;22.59;
1;2001;1284.62;22.58;
1;2002;1130.42;22.58;
1;2003;662.66;23.68;
1;2004;332.36;22.62;
1;2005;677.39;22.59;
1;2006;633.94;22.6;
1;2007;1000.6;22.59;
1;2008;634.18;22.6;
1;2009;876.71;22.59;
1;2010;1042.24;23.66;
1;2011;674.97;22.59;
1;2012;1187.75;23.66;
1;2013;4285.56;33.12;
2;1975;1.9;0.15;JLL EastMed
2;1976;2.15;0.12;
2;1977;3.53;0.14;
2;1978;1.5;0.15;
2;1979;2.7;0.14;
2;1980;1.69;0.16;
2;1981;1.63;0.17;
2;1982;3.32;0.13;
2;1983;2.12;0.13;
2;1984;1.62;0.12;
2;1985;1.75;0.15;
2;1986;1.32;0.14;
2;1987;2.16;0.13;
2;1988;1.35;0.14;
2;1989;1.05;0.16;
2;1990;1.41;0.14;
2;1991;1.21;0.13;
2;1992;1.03;0.14;
2;1993;1.04;0.14;
2;1994;1.12;0.16;
2;1995;1.42;0.15;
2;1996;0.5;0.22;
2;1997;0.53;0.21;
2;1998;0.71;0.17;
2;1999;0.64;0.22;
2;2000;0.74;0.2;
2;2001;0.96;0.17;
2;2002;2.05;0.15;
2;2003;1.7;0.13;
2;2004;0.82;0.18;
2;2005;0.88;0.15;
2;2006;1.91;0.15;
2;2007;0.94;0.19;
2;2008;1.22;0.17;
2;2009;1.04;0.24;
3;1955;36.1987973;1;Nor PS
3;1956;21.2539;1;
3;1957;28.60695556;1;
3;1958;24.125875;1;
3;1959;32.4077;1;
3;1960;46.83111111;1;
3;1961;51.83612121;1;
3;1962;64.66881481;1;
3;1963;1.6705;1;
3;1964;33.9777907;1;
3;1965;69.60416667;1;
3;1966;35.70464286;1;
3;1967;61.0569697;1;
3;1968;23.5315625;1;
3;1969;28.05583333;1;
3;1970;42.75545455;1;
3;1971;43.51866667;1;
3;1972;43.0475;1;
3;1973;42.148;1;
3;1974;45.71894737;1;
3;1975;38;1;
3;1976;21.16;1;
3;1977;42.44444444;1;
3;1978;12.27777778;1;
3;1979;3.75;1;
3;1980;20.14285714;1;
4;1990;0.401360915;0.3176357547;JPLL_NEATL
4;1991;0.504244384;0.2707893232;
4;1992;0.8566065835;0.1643877759;
4;1993;0.8431473702;0.135881315;
4;1994;1.0084874278;0.1591427199;
4;1995;1.0298106856;0.1344759496;
4;1996;2.5819613501;0.1300748212;
4;1997;1.6105073119;0.1282160198;
4;1998;0.8482444271;0.159994086;
4;1999;1.2021588967;0.1470858542;
4;2000;1.2093701396;0.1160771117;
4;2001;1.4413383212;0.1216746228;
4;2002;1.1038249193;0.1257388237;
4;2003;1.134182997;0.1423680927;
4;2004;1.0149944344;0.1175805003;
4;2005;0.7328184829;0.115172607;
4;2006;0.8657867962;0.1146938288;
4;2007;0.8873256238;0.1156000362;
4;2008;1.0353959738;0.1153081477;
4;2009;1.528985172;0.1143156272;
4;2010;2.4861513449;0.1294537924;
4;2011;4.2038223287;0.1678682721;
4;2012;9.2529226301;0.2141569231;
4;2013;7.7513191337;0.1768599169;
5;1952;179.22;0.425;SPBB1
5;1953;184.74;0.53;
5;1954;226.46;0.414;
5;1955;187.01;0.423;
5;1956;470.53;0.431;
5;1957;315.05;0.411;
5;1958;252.25;0.409;
5;1959;506.79;0.412;
5;1960;485.16;0.425;
5;1961;327.29;0.413;
5;1962;180.12;0.462;
6;1963;312.09;493;SPBB2
6;1964;457.4;415;
6;1965;228.91;0.41;
6;1966;349.1;421;
6;1967;345.89;414;
6;1968;447;422;
6;1969;610.62;401;
6;1970;594.66;431;
6;1971;744.71;403;
6;1972;525.63;413;
6;1973;535.63;396;
6;1974;245.39;439;
6;1975;484.22;0.41;
6;1976;483.96;414;
6;1977;547.56;407;
6;1978;705.26;412;
6;1979;623.01;409;
6;1980;634.81;446;
6;1981;510.66;422;
6;1982;503.78;418;
6;1983;625.14;432;
6;1984;331.71;449;
6;1985;1125.74;407;
6;1986;751.21;419;
6;1987;1008.43;415;
6;1988;1394.68;419;
6;1989;1285.6;0.4;
6;1990;986.51;407;
6;1991;901.2;422;
6;1992;695.16;427;
6;1993;2093.55;403;
6;1994;1007.03;419;
6;1995;1235.91;405;
6;1996;1739.29;398;
6;1997;2246.41;404;
6;1998;879.51;409;
6;1999;339.77;436;
6;2000;960.44;402;
6;2001;704.49;447;
6;2002;687.42;423;
6;2003;444.91;482;
6;2004;1210.46;417;
6;2005;2383.57;0.4;
6;2006;850.09;0.48;
7;2007;2176.44;685;SPBB3
7;2008;2144.54;304;
7;2009;955.29;305;
7;2010;2109.08;309;
7;2011;2762.62;306;
7;2012;2216.18;390;
7;2013;1571.64;445;
